ocean_delay_days,cost_increase_pct,current_stock_days,order_qty,optimal_air_qty
16,0.09941426514323998,2,20000,14303
15,0.25420298832231353,26,13773,0
11,0.07868925743443378,13,20000,4291
7,0.3354873547428925,12,20000,1211
19,0.37696884222071203,20,13773,2859
2,0.05519711712496689,16,13773,104
15,0.2339012060186696,22,20000,53
29,0.03543585032743679,11,20000,16300
44,0.2990912227710012,2,13773,13773
22,0.13220214896482269,25,20000,2738
27,0.2638122284193539,4,13773,13683
39,0.2587305046921456,15,20000,20000
4,0.4621771730969002,16,20000,0
19,0.27454161128436144,2,13773,10565
39,0.2914992398591578,11,13773,13773
43,0.20082656288219014,23,20000,17973
0,0.4745398015914084,2,20000,3069
29,0.3885929547198048,16,20000,13391
20,0.14270264515142078,4,20000,15621
19,0.42210479288811603,22,13773,1347
5,0.216198180092545,21,20000,216
21,0.41433357176679697,24,20000,2765
17,0.411444034146751,23,13773,390
7,0.0944350933814272,13,13773,532
38,0.35057056569178846,20,13773,11556
31,0.14532148465326555,17,20000,14164
32,0.1487463349963341,9,13773,13477
15,0.14817403844029037,25,13773,326
11,0.3627841237799741,15,20000,2297
37,0.11491302089626804,19,13773,11784
33,0.00045291762304511263,24,13773,6828
13,0.35761842674131655,2,20000,12343
35,0.08559237191756264,3,13773,13773
32,0.052241197653917326,25,20000,9492
22,0.11875806029703007,13,13773,6751
44,0.189950261161352,18,13773,13773
1,0.23795316373660036,3,13773,2547
40,0.02228502035631541,18,20000,19491
20,0.4852866663136802,22,13773,1971
1,0.35803152670977906,8,13773,204
26,0.16159703266216807,7,13773,11691
8,0.15934862864269866,7,13773,3592
0,0.2242712746842297,23,20000,0
10,0.3131224113815165,9,13773,3775
2,0.07318653329448388,6,13773,1703
22,0.09446490688247616,16,13773,6233
25,0.42971729141677545,27,13773,2023
3,0.12812746194453628,8,20000,1319
17,0.19009749898758876,4,20000,12861
5,0.4356359254750585,26,20000,409
34,0.33157391469991127,11,13773,13773
21,0.17085593967084417,4,20000,16194
42,0.3418497728623104,15,20000,20000
14,0.009841607690706855,23,20000,0
21,0.3678213300056826,4,13773,10852
36,0.24350802025811974,2,13773,13773
41,0.4065910736422306,2,20000,20000
11,0.47731882600323416,20,13773,0
41,0.4628942747472842,5,13773,13773
37,0.4546325217276704,3,13773,13773
17,0.25608497796694357,26,20000,0
44,0.18007105706946902,12,13773,13773
34,0.23251766236533639,25,13773,7651
29,0.3449480016566804,13,20000,14689
23,0.4419988884355934,14,13773,7556
41,0.10349315150005978,17,13773,13773
29,0.4590965792308515,17,20000,12316
13,0.40759011598494455,20,20000,0
5,0.4894280075891173,24,13773,62
2,0.44012588664084357,21,13773,473
15,0.13996866484595333,22,13773,0
6,0.052977955672023846,21,20000,0
13,0.05612053599579431,10,20000,6530
8,0.14561165928913805,17,13773,0
14,0.3070918619922696,8,13773,5466
20,0.40216016304858626,14,13773,5793
34,0.44962515349078236,5,13773,13773
1,0.3118766921846164,14,20000,556
26,0.0028156563740268647,9,13773,11186
1,0.09315838825926676,3,20000,3575
34,0.04986310192668397,8,20000,20000
17,0.18166223778450502,12,20000,7971
13,0.25067549681687296,18,13773,852
19,0.021698589289280423,25,20000,764
17,0.17423898789782766,15,20000,6179
9,0.08958983731266129,14,13773,1204
24,0.32353508312943696,16,13773,6896
1,0.23213618466217,23,20000,0
24,0.2476588234669544,22,13773,4499
32,0.21384589401673054,26,20000,8884
35,0.4780098552432835,10,13773,13773
30,0.10736756256078162,4,20000,20000
13,0.25833212992193716,26,20000,364
0,0.36800868418266797,14,13773,0
15,0.2784222065672813,14,13773,3940
2,0.46451044285840054,10,13773,266
34,0.18898417782064209,19,20000,14396
40,0.231837902886589,6,20000,20000
5,0.04426115760736421,12,13773,0
24,0.30449955552596425,3,20000,18819
12,0.14410598422405302,18,13773,0
33,0.08015451975778443,24,20000,10733
7,0.27226564645225404,21,20000,0
20,0.2661551316899553,22,13773,2000
33,0.037935820612023774,5,13773,13773
3,0.3491077267472364,23,20000,0
24,0.31188609532542644,19,20000,8428
14,0.0945086413732486,25,20000,0
3,0.23471743107702192,21,20000,125
44,0.36016145823928,9,13773,13773
11,0.26471787027063826,20,13773,307
31,0.1977445380917851,13,13773,11659
31,0.16116922904047182,12,20000,17265
27,0.3051969333220268,17,20000,11402
12,0.4695543491551203,6,20000,8761
30,0.3358724202387417,4,20000,20000
13,0.03737295181815775,13,13773,2969
19,0.2303424867410669,16,13773,4866
17,0.4454120657553138,17,13773,3677
28,0.04723121290054344,14,20000,14044
5,0.49443785606877166,8,13773,2044
31,0.47453469682271066,16,13773,10461
28,0.03913724036493793,4,13773,13773
42,0.46670666022477747,13,13773,13773
1,0.1815662951297311,9,20000,214
22,0.42235458353793126,26,20000,2655
18,0.20919166885663576,13,13773,5733
30,0.22042755635125794,19,13773,8354
4,0.3171215454887713,4,13773,3037
18,0.3872387096379917,13,13773,5491
33,0.016894575474124318,24,13773,7551
9,0.29657799776356714,22,20000,174
24,0.09336649704868549,27,13773,1656
1,0.17297475893160147,24,13773,392
10,0.17398433307760824,3,13773,6820
30,0.2345301701105768,15,20000,14633
14,0.1670682059380867,15,20000,4084
8,0.05368055922533388,5,20000,6474
22,0.07281436926272572,18,20000,7090
18,0.016718992780548836,16,20000,6104
8,0.23512454266437716,17,13773,0
34,0.47722384742649426,6,13773,13773
20,0.05783761182405828,25,20000,1214
8,0.473132246501541,18,20000,315
27,0.3666807573660468,24,20000,6640
6,0.3187494014670816,8,13773,1718
15,0.32263887766178145,24,20000,0
15,0.41336382419814105,16,20000,4032
32,0.053459932189910686,18,20000,13479
3,0.25237716178277086,13,13773,0
3,0.34854556913037926,12,20000,0
38,0.29341022253678184,20,13773,11778
39,0.4163895355116473,12,13773,13773
16,0.036135854505675746,3,13773,9177
36,0.345350519749583,16,13773,12139
38,0.26701386519235887,6,13773,13773
28,0.1895804319899717,19,20000,10861
35,0.17013749111701543,22,13773,9241
37,0.31041631638709644,22,13773,10356
38,0.4454976873221324,17,13773,13216
36,0.24808796305055764,5,20000,20000
34,0.4123615820384601,24,13773,7936
6,0.20107819092198376,11,13773,1089
26,0.05119723139658827,23,13773,4381
27,0.030752868229319275,3,20000,20000
21,0.025667185661838787,16,13773,5726
13,0.19007507097883497,5,13773,6887
6,0.16861887541792103,17,13773,0
36,0.35896851181128475,8,13773,13773
21,0.3714107507924329,26,13773,533
4,0.025426984416869913,26,13773,0
1,0.11056163144450748,13,13773,0
26,0.13713092507944985,4,20000,19364
20,0.2738059920714047,18,20000,6684
37,0.07225761195347513,10,20000,20000
14,0.06697060970000018,9,13773,5829
20,0.471894444603979,24,20000,2120
9,0.4021014536488905,7,13773,3637
22,0.09032745104558515,16,20000,8704
38,0.20328390395274548,11,20000,20000
4,0.17781099962878277,24,13773,0
0,0.39550203703270365,26,13773,0
12,0.25510645823906103,7,13773,5698
20,0.06392486849673351,16,13773,4958
25,0.36949603157812194,15,13773,8062
44,0.19844398911245947,27,20000,16054
20,0.13146212381607353,20,13773,3308
17,0.18774931101036008,14,20000,6648
36,0.24887828180344818,15,20000,19052
44,0.17155775820850472,4,13773,13773
31,0.12095288629587891,5,20000,20000
35,0.19925101440199017,27,20000,9904
16,0.009586455374949121,15,13773,3823
34,0.38624892304815694,15,13773,12127
10,0.0854724467837929,27,20000,0
20,0.021952306815318623,9,20000,12269
25,0.3268493464525396,11,20000,13705
3,0.3869680644118361,10,13773,213
33,0.4069145657964216,15,13773,11584
17,0.24675459133029998,9,13773,6891
39,0.10268409234499265,12,20000,20000
34,0.36861383862491337,11,13773,13737
40,0.3498565385771686,19,13773,12931
28,0.12313536705158662,5,20000,20000
28,0.4517038779313965,5,20000,20000
37,0.0521857290414145,13,20000,20000
41,0.49134411979566284,19,13773,13222
20,0.4301239054887323,9,13773,8626
41,0.3439493227395376,4,13773,13773
12,0.46937494413991643,19,13773,510
40,0.3611555841618539,8,13773,13773
16,0.09522849851502296,2,13773,9234
8,0.22107806905640587,23,13773,260
40,0.03575151216581768,14,20000,20000
0,0.1948287111440577,4,13773,1272
1,0.37080150986860433,4,13773,2092
28,0.1932216754654087,16,20000,12106
32,0.16514708773406706,22,20000,11942
9,0.29767786125515594,20,20000,290
39,0.4361022644994475,5,20000,20000
20,0.023791596273056215,14,13773,6424
27,0.1927352173498677,14,13773,8609
10,0.07912037090763135,16,20000,364
33,0.3476771253659348,20,20000,12908
7,0.052862280215567437,17,13773,0
21,0.3324038792901223,8,20000,13233
7,0.14309043539895366,4,20000,6724
14,0.09945840686861235,27,13773,48
16,0.4681762789124927,21,20000,1372
22,0.009262288372977934,3,13773,11952
23,0.21888863594478447,19,20000,6978
44,0.01081349623089689,26,13773,11326
18,0.2417965240521645,12,20000,7841
4,0.2505236888972091,2,13773,4455
31,0.1608312356973735,17,13773,9669
43,0.06608088876251184,18,20000,20000
0,0.18819376886723765,17,20000,233
22,0.336131469966283,11,20000,12255
36,0.39119790432222956,18,20000,16558
7,0.26537530119407116,4,20000,6631
12,0.2949171972198778,19,13773,469
7,0.10030818556232635,20,13773,0
22,0.14366516661382472,15,13773,6894
42,0.08094780502617921,22,13773,12290
0,0.12464767500230567,26,20000,0
44,0.11244339011276588,3,13773,13773
23,0.2597243931956188,13,13773,7697
34,0.2813443778953647,12,13773,12909
23,0.47247371041075226,18,20000,7975
16,0.09778532355076153,7,20000,10521
4,0.32083785508074797,20,13773,562
19,0.40862963449376144,14,20000,8290
20,0.28012073189152625,8,13773,8434
39,0.12750182625053785,23,20000,15111
30,0.1312751150100001,12,20000,16966
35,0.019626526535499955,8,20000,20000
10,0.15272211327424084,14,13773,1277
14,0.37230183950169005,14,20000,4522
18,0.02375887860355519,22,13773,1339
6,0.10964764125241533,2,20000,7420
27,0.35311624926589097,20,13773,6645
42,0.3913257814114383,20,13773,13547
4,0.2276592050309642,24,13773,0
4,0.34903716923932443,16,13773,0
29,0.193976084327446,15,13773,9014
31,0.07995662251206376,4,13773,13773
7,0.19907474676145326,22,20000,0
9,0.28998391010157143,21,13773,0
37,0.47402664092644514,5,20000,20000
31,0.03437547604433866,8,13773,13773
27,0.2536970469224803,2,13773,13773
16,0.1644598891053622,24,20000,0
30,0.25415584713834727,25,13773,5930
7,0.011987723688265839,20,20000,0
39,0.15651267735079066,4,13773,13773
24,0.4099340737635025,21,20000,6699
8,0.27697086692731876,16,20000,0
1,0.2252912464080587,14,13773,641
14,0.1427625358576698,23,20000,0
2,0.14902126139567795,15,20000,0
35,0.19155071679529223,8,13773,13773
3,0.4177853549822802,2,13773,3491
13,0.4836066034041342,14,13773,2058
40,0.21932769067518726,5,20000,20000
40,0.19667641937388092,13,20000,20000
24,0.4232753879099314,8,20000,15670
9,0.2134526603181518,3,13773,5801
20,0.2760090861478256,18,13773,3574
35,0.11547083229937222,2,20000,20000
11,0.3717512678895376,27,13773,0
26,0.26599415913539093,15,13773,8712
39,0.4045172751201708,23,13773,10861
1,0.39036636501433486,22,13773,385
12,0.10750238413501428,2,13773,8004
31,0.3578177752788812,27,20000,6913
30,0.4000272039756857,4,20000,20000
15,0.17305362039119754,12,13773,4828
31,0.08630455645113727,8,13773,13263
31,0.00131607778979409,26,20000,8132
33,0.22545182654657409,10,20000,20000
10,0.1762163657694208,23,20000,678
9,0.27745491691270446,4,20000,8286
14,0.09402054629439288,2,20000,12809
16,0.4298327738332376,20,13773,1385
39,0.12887760781405483,27,20000,12829
17,0.11321480254382499,3,20000,14183
8,0.24035702824217797,22,20000,0
24,0.24942551187213713,25,20000,4064
39,0.10754261439254642,6,13773,13773
13,0.13593036336295788,18,13773,242
24,0.08485261957762247,20,20000,7345
21,0.3592300891615834,6,20000,14810
29,0.38504451562704095,24,13773,5111
19,0.2311642487296413,22,20000,2994
20,0.3570435113425087,15,20000,8455
43,0.36796769596872275,11,13773,13773
31,0.0691377638389043,22,13773,7337
20,0.48308901241726837,8,20000,12758
34,0.4105159735482155,9,20000,20000
31,0.10224173059791175,9,13773,13378
29,0.09308251787303512,8,13773,12547
38,0.06283057278979137,14,13773,13773
11,0.06918928127095919,15,20000,2017
40,0.3740808995143481,20,20000,18101
17,0.23482712847581177,12,20000,8176
20,0.3914670863699336,3,13773,10718
12,0.3731274471751027,18,20000,614
20,0.3023063567526108,7,13773,9101
7,0.34318330328933977,10,20000,3254
39,0.009177862189570896,20,13773,12011
6,0.15588882340251098,6,20000,4868
22,0.3189110896297051,10,13773,9021
43,0.0046724767431221,26,13773,11274
31,0.016488471841296704,8,13773,13162
10,0.4259439912351916,5,13773,5455
21,0.3420124308460359,19,20000,6203
21,0.13268486656017198,19,13773,4170
42,0.3439814200593545,21,20000,18166
24,0.39622833456963164,18,20000,8353
21,0.15339714155505063,5,13773,10292
27,0.018018688749593725,23,13773,5148
28,0.46638956234386725,17,20000,12070
12,0.17258991914781524,23,20000,457
17,0.05324088164235319,24,20000,3
1,0.2459284356965737,6,20000,1394
28,0.3842338978320669,10,20000,16265
20,0.11082365730877958,3,20000,15953
14,0.13474502506668168,3,20000,12682
26,0.12135749339929158,5,13773,12957
30,0.4958365264158391,21,20000,10498
14,0.09870186686527127,21,20000,124
22,0.287760108483062,18,13773,5362
23,0.46263232082848216,21,20000,6149
43,0.07344828443888962,22,20000,18916
12,0.4854270989338501,26,13773,287
21,0.4737386171978123,20,20000,5380
42,0.4422859935291313,4,20000,20000
36,0.10727826066500112,6,13773,13773
32,0.31702752800549167,11,13773,12671
2,0.3804457364806201,7,20000,1309
18,0.49301396409821485,4,13773,9243
22,0.09021191104068521,18,13773,5160
28,0.3830129497596482,11,20000,15761
29,0.16940058496355648,25,13773,5103
38,0.08781323278400116,13,13773,13773
43,0.21068847060692747,2,20000,20000
24,0.3969179560743082,19,20000,8123
36,0.23242490185202608,20,13773,9939
7,0.26876155010152425,23,13773,176
41,0.4975797051000606,21,20000,18180
15,0.199554649778713,5,20000,11534
7,0.3077003773546199,16,13773,103
0,0.18262210080768593,10,20000,0
43,0.19639282316435247,7,20000,20000
4,0.34782037672270405,13,13773,0
2,0.46894348804744174,19,13773,308
0,0.2711794752461607,24,20000,507
3,0.3841999644743899,16,20000,25
39,0.04460327940848191,20,13773,11640
34,0.10557901871596348,10,20000,20000
31,0.2510658204597662,23,13773,7180
41,0.010005861814387396,25,20000,15499
33,0.1264274893812794,14,20000,17343
42,0.25870064491248307,17,20000,20000
24,0.007480599128150356,14,13773,7298
9,0.13227314311302085,2,13773,6362
20,0.25701540973793474,19,20000,5217
38,0.28657462399062283,23,20000,14540
26,0.46287584652765273,4,13773,13398
26,0.3226728116253039,18,13773,7411
1,0.20736790126499688,23,20000,5
40,0.4651755885665339,6,13773,13773
12,0.39244149169389714,26,13773,0
8,0.1000044605563738,7,20000,5315
35,0.06542118067440988,22,20000,13675
21,0.3379058178713665,18,13773,4703
41,0.2799415827884919,18,13773,13773
25,0.39483680689637785,2,20000,20000
11,0.36940252503934323,8,13773,4699
16,0.3126057669287575,23,20000,73
13,0.4931910858144461,17,20000,2221
13,0.26679486505520433,6,13773,6232
33,0.05655287825085992,17,20000,15143
19,0.4141367824079942,5,20000,13772
10,0.1259266811728545,12,20000,3186
15,0.38865107407195915,15,20000,4310
30,0.4785535480000257,14,20000,14836
5,0.3483977569821706,25,13773,0
18,0.29801508047490055,9,20000,9961
36,0.2301930878375203,22,20000,14085
3,0.18220493299770163,21,20000,29
3,0.17650237548591813,16,13773,222
19,0.3181863528547953,19,20000,4386
9,0.37563655846887295,8,20000,5483
23,0.3392585347422072,22,20000,5090
34,0.09920505059678136,20,20000,14232
25,0.2469935900717456,26,13773,2208
36,0.3958200360915315,10,13773,13773
37,0.23785203909452812,12,20000,20000
20,0.2683116398677469,11,13773,7584
39,0.3855680240854111,15,13773,13773
38,0.33063265313254575,17,13773,13220
20,0.2046724604411963,9,20000,11395
9,0.4477063555971095,2,20000,9782
37,0.0812835343317393,13,20000,20000
3,0.49775822429516237,4,20000,4512
44,0.0594262892381186,3,20000,20000
19,0.007474985552119451,17,20000,6357
16,0.44500945057438235,5,13773,8006
6,0.12247675418297804,3,13773,4217
3,0.36484981372336045,13,13773,0
28,0.40550768746603466,25,13773,4762
13,0.4294931955160584,18,13773,599
2,0.49579711783208336,21,20000,0
23,0.14701985501999953,22,20000,5657
36,0.35512167096362957,11,13773,13773
15,0.05769992914041411,21,20000,941
3,0.2034046456784247,9,20000,898
23,0.4239858466562952,19,20000,7392
33,0.18382902302955417,26,20000,9585
29,0.29554769026780703,19,20000,11777
17,0.25188672186231703,19,13773,2524
18,0.32297576555602253,3,13773,10337
30,0.48644719469384745,13,13773,11134
18,0.02786776325070106,11,20000,9203
18,0.28698075875081486,9,20000,10759
21,0.4315143896251424,20,20000,5396
23,0.24069135587421375,11,20000,12813
44,0.03926359297078641,12,13773,13773
11,0.28026967620838544,15,20000,1862
29,0.16603694541191022,27,13773,4473
37,0.07747089266896795,16,13773,12696
30,0.4245172566417365,25,13773,5627
35,0.2607997564955608,24,13773,8418
18,0.46663820618953333,11,20000,9018
44,0.40300825230153453,5,20000,20000
35,0.3464858968868337,8,13773,13773
29,0.002512751682655967,12,20000,15701
32,0.21391172831912497,25,20000,9333
17,0.09874314082601615,23,20000,374
27,0.4553989555244339,23,13773,4876
10,0.08729199233818014,4,13773,5788
44,0.14303002582964275,6,13773,13773
32,0.2584183838672496,27,13773,5918
16,0.13168180949903963,3,13773,9213
5,0.10493233863956059,13,13773,49
3,0.2995496625513762,22,13773,0
19,0.04446476137751193,6,20000,13418
26,0.02908387936046236,8,13773,11467
14,0.1861226475930357,5,20000,10641
5,0.36033222725393116,12,13773,212
13,0.277403379136974,23,20000,0
10,0.21143823423338942,10,20000,5046
38,0.2828757821122912,5,20000,20000
8,0.1827257423266368,23,20000,0
25,0.46807316771605645,10,13773,10507
15,0.027452445455387164,27,13773,362
4,0.3366957395149176,13,13773,47
9,0.44564133241387527,17,13773,0
2,0.4019423543676267,2,13773,3173
12,0.09202051741072337,9,13773,5368
42,0.14796317449014418,2,13773,13773
29,0.35852396935355235,21,13773,6376
44,0.04213527959038277,20,13773,13773
5,0.405930849916292,5,13773,3034
16,0.35945347230239516,15,13773,3291
44,0.3648033246176713,24,20000,18144
18,0.050120685133795695,15,20000,6375
41,0.35888027240811543,10,20000,20000
34,0.339909062609985,10,20000,20000
25,0.4154612454109253,27,20000,3114
4,0.02079797812823475,18,13773,0
28,0.011555334233896097,16,13773,8924
36,0.18650354993928037,11,20000,20000
19,0.07439414192457644,18,13773,3597
20,0.27919223878511096,10,20000,11626
9,0.45867445075337443,5,13773,5549
4,0.19573986516700786,15,13773,98
35,0.42247518863630207,4,20000,20000
5,0.00012043725893323698,26,20000,235
25,0.0842573217295921,22,20000,6709
3,0.01521176982704281,13,13773,0
38,0.16407359025753432,23,20000,14892
38,0.4540947978482514,2,13773,13773
34,0.048476061799493875,2,13773,13773
0,0.3032048883719002,14,13773,0
23,0.2257479695597221,15,13773,6922
35,0.46923410618290623,17,20000,16734
5,0.06125957126854692,8,20000,3442
40,0.10601392525111447,11,20000,20000
43,0.014770984305746637,16,20000,20000
30,0.21696762481568688,9,13773,13061
19,0.13891644978232714,12,20000,9243
23,0.43495296694516045,25,20000,3127
24,0.30247040659887753,15,20000,10188
35,0.30704536898785084,14,20000,18488
20,0.2659553484406512,24,13773,804
29,0.0459251686146005,14,13773,10185
23,0.22250934186267762,10,13773,9246
43,0.49975259485425827,18,13773,13773
41,0.4176146454230074,19,20000,19024
29,0.44672952708355795,20,13773,6913
21,0.4116131796232497,14,20000,9950
27,0.05152084671549134,13,20000,13976
6,0.11372412703239981,22,20000,209
34,0.0015608256782048135,21,20000,13373
27,0.15175506243905573,21,13773,6191
13,0.05430370117324629,9,13773,5118
9,0.2363966726507915,25,20000,0
15,0.33856374428695096,12,13773,4753
15,0.43725264751903853,8,13773,6518
30,0.3746085825454491,2,20000,20000
41,0.4692927978892526,11,20000,20000
24,0.026949145196894397,16,13773,6770
12,0.00608991770827072,5,20000,9133
5,0.33066905691810633,2,13773,4883
43,0.1446762051111231,12,20000,20000
8,0.12675050805288657,6,20000,5987
44,0.16544354384689713,20,20000,20000
35,0.13489802894618208,20,20000,14656
42,0.25571820315079363,5,13773,13773
19,0.22007422361206624,3,13773,10996
17,0.25621427568832816,8,13773,7140
42,0.3363568057502181,14,13773,13773
20,0.19356525448557416,21,20000,4013
3,0.1256538435710784,22,20000,0
32,0.08310026840437273,13,13773,11607
26,0.17473705976631276,3,13773,13768
6,0.370903237623086,23,13773,82
5,0.3783524550557348,10,13773,866
14,0.33345269334210514,17,13773,1699
17,0.1170140876534373,9,20000,9939
31,0.29404312292734885,25,13773,5953
10,0.285344830788424,19,13773,0
19,0.24213309905486274,5,20000,13462
23,0.2749894931919321,25,20000,3595
14,0.24589531631183403,12,13773,3694
6,0.2827281830370541,18,13773,0
20,0.3577529773105644,9,13773,7797
41,0.05481409720171987,20,20000,18716
25,0.37481287607451186,9,13773,10346
43,0.0679430750637971,7,13773,13773
13,0.03331399920518735,24,20000,0
36,0.4880398431107338,3,20000,20000
20,0.47849588443522073,16,20000,6580
17,0.030218272470282026,2,20000,14489
4,0.22162672073748108,7,13773,1473
2,0.09312246914988737,20,20000,155
22,0.24267244856720904,5,20000,16624
25,0.4150886214997937,14,20000,12548
36,0.47530588737144513,16,13773,12371
23,0.3171263267257687,10,20000,13096
18,0.17695283360590852,4,13773,9056
24,0.3016627828222992,3,20000,18541
20,0.15600065305422517,17,13773,4317
11,0.4549118204160302,19,13773,0
40,0.4352002315529185,19,13773,12365
32,0.2791158751398305,7,20000,20000
3,0.16239945769018027,19,13773,152
41,0.14669483779148917,12,20000,20000
6,0.01670899735252973,8,20000,3590
21,0.4079104255126476,24,13773,1854
32,0.22519160651950398,24,20000,10159
16,0.1625664642001322,15,13773,3905
23,0.23555517749887694,19,20000,7442
33,0.409368995227326,8,13773,13773
27,0.06230710385376059,11,20000,15648
42,0.42882799412091366,9,13773,13773
40,0.448754417554177,25,20000,14902
38,0.4733539575169441,15,20000,19601
21,0.1987439962113139,19,13773,3691
16,0.10857020201883594,6,20000,11787
33,0.18682040923334925,15,20000,16475
5,0.16645604811570164,23,13773,75
5,0.08807695625143003,26,13773,361
33,0.30363333505074397,23,13773,8294
0,0.23831208025431444,27,13773,172
9,0.43285049616200183,23,13773,0
20,0.016054790241029127,11,20000,10580
4,0.32193396377756317,27,13773,111
1,0.38147443925578056,16,20000,52
21,0.3797432845941535,7,20000,13785
1,0.44303698354776255,10,20000,0
9,0.36451687141474703,11,20000,3112
33,0.46390503082384815,24,20000,10602
15,0.16632829991044573,18,13773,1833
38,0.25160470837577154,2,13773,13773
21,0.007039831641445338,15,13773,6288
11,0.0034787936516456064,5,13773,5829
23,0.12006331022575994,3,13773,12546
39,0.05040359856954263,4,13773,13773
37,0.1301056839678768,8,20000,20000
9,0.0885216472641987,24,13773,0
34,0.01426001241932412,15,13773,11992
31,0.4546520732030247,13,13773,11486
6,0.004111565694445762,20,13773,307
20,0.3680410721685427,19,13773,3568
19,0.07607394345975826,16,20000,6913
25,0.4561148109998,2,20000,20000
3,0.4463979697949429,26,20000,36
21,0.32695057318462867,27,13773,426
14,0.33611707490030257,4,13773,7651
39,0.0026695709848442717,26,13773,9132
20,0.492435783056801,16,20000,7218
14,0.4389163017879072,5,20000,10792
21,0.447553112865046,16,13773,5168
27,0.32962226852543597,11,13773,10580
13,0.17239346432726826,7,20000,9121
26,0.4468243245452404,14,20000,12534
40,0.14575846407559617,8,20000,20000
39,0.28135577167110143,27,13773,8025
27,0.0498654861719412,23,20000,6859
25,0.4609778150663751,2,13773,13733
1,0.07038522888560667,23,13773,0
24,0.11244840286520363,12,13773,8735
2,0.2790670790641075,15,20000,657
7,0.38204650010649077,7,20000,4491
43,0.3096756529681495,6,20000,20000
32,0.11606695640007808,20,20000,12451
41,0.0004715212637451671,27,13773,9862
34,0.3785752901537196,20,13773,9295
5,0.49260366295554686,27,13773,0
38,0.4049565601530452,14,13773,13773
22,0.23010330907830767,8,20000,14247
24,0.4518836306995533,9,13773,10137
42,0.204923836559175,15,20000,20000
18,0.2624670421217338,20,13773,2237
4,0.23856488369784162,20,20000,362
10,0.22381193633276247,24,13773,0
11,0.38759538464695287,27,13773,589
9,0.263384453634746,13,20000,2380
7,0.15835856101260803,24,13773,0
23,0.12907908382923916,10,20000,13524
27,0.018873658483716693,15,13773,9103
40,0.291597580941523,7,20000,20000
35,0.1149807077005171,16,20000,17456
36,0.07406696100819155,14,20000,18889
20,0.32691498191383883,8,20000,12367
7,0.3406046289107744,12,13773,842
8,0.376077446128833,11,20000,2260
14,0.25178844816929574,2,20000,12683
39,0.4470273026019433,8,20000,20000
17,0.4681713766991139,19,20000,3058
41,0.4036854698962447,24,13773,10616
19,0.3177967410040936,4,20000,14193
5,0.15186047679559433,10,13773,1281
11,0.4914724608101106,6,13773,4986
1,0.13706808359596917,24,20000,88
6,0.10132846099521553,25,20000,391
15,0.22107705689329138,14,20000,5039
2,0.02842028535619423,17,20000,0
44,0.4892472323358954,17,13773,13773
2,0.2942167782082124,13,13773,72
26,0.2784760458320876,19,20000,9183
42,0.32789813994985995,12,20000,20000
39,0.24851182388860332,18,13773,12882
37,0.01603175854727079,8,13773,13773
32,0.3061556444201984,16,20000,15222
27,0.3580869384782153,7,20000,18582
0,0.20837453031202657,7,20000,304
7,0.37864778603559646,19,20000,327
36,0.11350064966921031,20,20000,15231
31,0.11063829553309201,21,20000,10817
42,0.08070849384378698,20,13773,13773
36,0.18599737989458093,3,13773,13773
3,0.42350601769454177,4,13773,2847
29,0.41395603107453216,15,13773,9876
5,0.1914121039817519,23,20000,0
18,0.2945593679901183,26,20000,270
31,0.3604081582374578,5,13773,13773
8,0.12060338731401149,23,20000,0
11,0.08407054294737354,18,20000,0
10,0.4860479966061555,7,20000,6367
15,0.30877865660480924,20,13773,359
0,0.49070786091683194,10,13773,844
44,0.16887799356611455,5,13773,13773
20,0.35151584998706575,8,13773,8753
29,0.11130181827061886,5,13773,13773
12,0.13060008563695646,12,13773,3642
33,0.255951060634812,23,13773,7983
3,0.1598090627540356,24,20000,0
27,0.08381078192029223,3,13773,13773
37,0.131440350994663,11,20000,20000
30,0.01787419723293232,7,20000,20000
26,0.3522118107387433,9,13773,10917
4,0.2460583285429308,16,20000,113
24,0.04712153320226281,14,20000,11415
2,0.0858469965642456,23,13773,0
32,0.05126726905632201,3,20000,20000
3,0.30629640413793824,21,13773,375
24,0.0471051818062469,2,20000,19791
19,0.37714116651760804,16,20000,6816
33,0.010255459660195587,8,20000,20000
25,0.12468789399794605,25,20000,4923
4,0.4453333379459536,27,13773,0
34,0.359265659061123,19,13773,9987
27,0.03648416646284386,11,13773,10941
28,0.4105630522425899,16,20000,13228
8,0.2465175607701024,6,20000,6341
37,0.4233915135844146,25,20000,12642
5,0.3003698872251967,12,20000,0
18,0.34091651601642936,9,13773,7580
43,0.49675078019785407,22,20000,18823
10,0.11616777296200909,9,13773,3838
1,0.31197278738069417,7,20000,236
43,0.23016069502869918,16,20000,20000
43,0.019725976461345718,16,13773,13773
8,0.007235320751432517,6,13773,3824
20,0.059614288908929336,14,13773,6141
23,0.32454587026927406,15,13773,6689
33,0.2835815439566961,12,20000,18818
21,0.2767147805818637,21,13773,3154
2,0.015928381264130043,22,13773,361
11,0.23465149818000353,13,20000,3345
27,0.46231140892126427,21,20000,8965
29,0.1987959346553233,2,20000,20000
25,0.31246123489422817,4,20000,18962
20,0.3899093378115718,9,13773,8436
27,0.3919626395709438,24,13773,4938
25,0.2596400411976357,13,20000,12835
32,0.42897597270116816,16,13773,10376
20,0.19568904668187348,24,13773,1123
34,0.4443466073923992,4,20000,20000
33,0.12011358319777266,26,13773,6239
